sample_token,attribute,error_rate
25a4a6aa9096458285cba35c950f2717,vru_present,0.733
25a4a6aa9096458285cba35c950f2717,weather,0.0
264c5f3a04744d53a72fd07c1bb6a724,time_of_day,0.267
264c5f3a04744d53a72fd07c1bb6a724,vehicle_density,0.933
264c5f3a04744d53a72fd07c1bb6a724,vru_present,0.8
264c5f3a04744d53a72fd07c1bb6a724,weather,0.067
2690c36281244c06b709e9f4eeb1317a,time_of_day,0.2
2690c36281244c06b709e9f4eeb1317a,vehicle_density,0.6
2690c36281244c06b709e9f4eeb1317a,vru_present,0.267
2690c36281244c06b709e9f4eeb1317a,weather,0.0
269ccf1fe399403c914e1f649d2a8ca2,time_of_day,0.0
269ccf1fe399403c914e1f649d2a8ca2,vehicle_density,1.0
269ccf1fe399403c914e1f649d2a8ca2,vru_present,0.733
269ccf1fe399403c914e1f649d2a8ca2,weather,0.0
26e594c412e84bdda76e344933fe305a,time_of_day,0.8
26e594c412e84bdda76e344933fe305a,vehicle_density,0.8
26e594c412e84bdda76e344933fe305a,vru_present,0.8
26e594c412e84bdda76e344933fe305a,weather,0.333
26f99f91a8e14038bd52aee4d00df394,time_of_day,0.2
26f99f91a8e14038bd52aee4d00df394,vehicle_density,1.0
26f99f91a8e14038bd52aee4d00df394,vru_present,0.267
26f99f91a8e14038bd52aee4d00df394,weather,0.067
273c930b3f384bd58b2bbae02fe81d1e,time_of_day,0.0
273c930b3f384bd58b2bbae02fe81d1e,vehicle_density,0.733
273c930b3f384bd58b2bbae02fe81d1e,vru_present,0.6
27749aa3de2545219186c61d4d415e1c,time_of_day,0.0
27749aa3de2545219186c61d4d415e1c,vehicle_density,0.2
27749aa3de2545219186c61d4d415e1c,vru_present,1.0
27900b9c3cfb48ed8b49087098d4a15a,time_of_day,0.0
27900b9c3cfb48ed8b49087098d4a15a,vehicle_density,1.0
27900b9c3cfb48ed8b49087098d4a15a,vru_present,0.267
27900b9c3cfb48ed8b49087098d4a15a,weather,0.0
281b92269fd648d4b52d06ac06ca6d65,time_of_day,0.0
281b92269fd648d4b52d06ac06ca6d65,vehicle_density,0.4
281b92269fd648d4b52d06ac06ca6d65,vru_present,1.0
281b92269fd648d4b52d06ac06ca6d65,weather,0.0
286532245ff646a9915070c8b402e487,time_of_day,0.133
286532245ff646a9915070c8b402e487,vehicle_density,1.0
286532245ff646a9915070c8b402e487,vru_present,1.0
286532245ff646a9915070c8b402e487,weather,0.2
29796060110c4163b07f06eff4af0753,time_of_day,0.2
29796060110c4163b07f06eff4af0753,vehicle_density,0.867
29796060110c4163b07f06eff4af0753,vru_present,0.933
29796060110c4163b07f06eff4af0753,weather,0.2
29e056fc277543c9bc42310b122c640e,time_of_day,0.0
29e056fc277543c9bc42310b122c640e,vehicle_density,1.0
29e056fc277543c9bc42310b122c640e,vru_present,0.067
29e056fc277543c9bc42310b122c640e,weather,0.0
2afb9d32310e4546a71cbe432911eca2,time_of_day,0.0
2afb9d32310e4546a71cbe432911eca2,vehicle_density,0.0
2afb9d32310e4546a71cbe432911eca2,vru_present,0.2
2afb9d32310e4546a71cbe432911eca2,weather,0.067
2c3e2cfc699f4ca78cc77dc3161d1763,time_of_day,0.0
2c3e2cfc699f4ca78cc77dc3161d1763,vehicle_density,1.0
2c3e2cfc699f4ca78cc77dc3161d1763,vru_present,1.0
2c3e2cfc699f4ca78cc77dc3161d1763,weather,0.4
2c77ee386aa0444aaf27140fe6cc8364,time_of_day,0.0
2c77ee386aa0444aaf27140fe6cc8364,vehicle_density,0.267
2c77ee386aa0444aaf27140fe6cc8364,vru_present,0.267
2c77ee386aa0444aaf27140fe6cc8364,weather,0.2
2e024439286d469f8f743fe9266c0e56,time_of_day,0.0
2e024439286d469f8f743fe9266c0e56,vehicle_density,0.533
2e024439286d469f8f743fe9266c0e56,vru_present,0.0
2e024439286d469f8f743fe9266c0e56,weather,0.0
2e96e4ef43624c3d9ae8fd5526444fa8,time_of_day,0.2
2e96e4ef43624c3d9ae8fd5526444fa8,vehicle_density,0.2
2e96e4ef43624c3d9ae8fd5526444fa8,vru_present,1.0
2e96e4ef43624c3d9ae8fd5526444fa8,weather,0.8
2ff86dc19c4644a1a88ce5ba848f56e5,time_of_day,0.0
2ff86dc19c4644a1a88ce5ba848f56e5,vehicle_density,0.0
2ff86dc19c4644a1a88ce5ba848f56e5,vru_present,0.4
2ff86dc19c4644a1a88ce5ba848f56e5,weather,0.067
30aaef2c5ab44dc4afea271fe829b459,time_of_day,0.0
30aaef2c5ab44dc4afea271fe829b459,vehicle_density,0.4
30aaef2c5ab44dc4afea271fe829b459,vru_present,1.0
30aaef2c5ab44dc4afea271fe829b459,weather,1.0
312cd4d3bef1476a9211d3dab50dd0b7,time_of_day,0.267
312cd4d3bef1476a9211d3dab50dd0b7,vehicle_density,1.0
312cd4d3bef1476a9211d3dab50dd0b7,vru_present,0.4
312cd4d3bef1476a9211d3dab50dd0b7,weather,0.067
313a60afcab5481a94a4815e0d1a6496,time_of_day,0.0
313a60afcab5481a94a4815e0d1a6496,vehicle_density,1.0
313a60afcab5481a94a4815e0d1a6496,vru_present,0.067
313a60afcab5481a94a4815e0d1a6496,weather,0.067
31812a5e8d514b5f8d2fbc50fc007475,time_of_day,0.0
31812a5e8d514b5f8d2fbc50fc007475,vehicle_density,0.8
31812a5e8d514b5f8d2fbc50fc007475,vru_present,0.133
31812a5e8d514b5f8d2fbc50fc007475,weather,0.0
32e2619879854a83953c08ec8557f3bb,time_of_day,0.0
32e2619879854a83953c08ec8557f3bb,vehicle_density,1.0
32e2619879854a83953c08ec8557f3bb,vru_present,0.133
32e2619879854a83953c08ec8557f3bb,weather,0.0
348c8122f47349429a6cd694dcac86e6,time_of_day,0.0
348c8122f47349429a6cd694dcac86e6,vehicle_density,1.0
348c8122f47349429a6cd694dcac86e6,vru_present,0.933
348c8122f47349429a6cd694dcac86e6,weather,0.2
356d81f38dd9473ba590f39e266f54e5,time_of_day,0.133
356d81f38dd9473ba590f39e266f54e5,vehicle_density,0.8
356d81f38dd9473ba590f39e266f54e5,vru_present,0.533
356d81f38dd9473ba590f39e266f54e5,weather,0.0
35833ae5808e4ef186d1fdebac3d9cf6,time_of_day,0.133
35833ae5808e4ef186d1fdebac3d9cf6,vehicle_density,1.0
35833ae5808e4ef186d1fdebac3d9cf6,vru_present,0.6
35833ae5808e4ef186d1fdebac3d9cf6,weather,0.0
36aa1c0eeb50457b97911c3bd742a730,time_of_day,0.2
36aa1c0eeb50457b97911c3bd742a730,vehicle_density,1.0
36aa1c0eeb50457b97911c3bd742a730,vru_present,0.0
36aa1c0eeb50457b97911c3bd742a730,weather,0.067
372725a4b00e49c78d6d0b1c4a38b6e0,time_of_day,0.2
372725a4b00e49c78d6d0b1c4a38b6e0,vehicle_density,1.0
372725a4b00e49c78d6d0b1c4a38b6e0,vru_present,0.6
37535cd306954669a2b21578573b93e3,time_of_day,0.0
37535cd306954669a2b21578573b93e3,vehicle_density,1.0
37535cd306954669a2b21578573b93e3,vru_present,0.2
37535cd306954669a2b21578573b93e3,weather,0.0
378a3a3e9af346308ab9dff8ced46d9c,time_of_day,0.133
378a3a3e9af346308ab9dff8ced46d9c,vehicle_density,0.667
378a3a3e9af346308ab9dff8ced46d9c,vru_present,0.0
378a3a3e9af346308ab9dff8ced46d9c,weather,0.067
37bed8d646cd4f0f8eac519794dd8bd7,time_of_day,0.2
37bed8d646cd4f0f8eac519794dd8bd7,vehicle_density,0.667
37bed8d646cd4f0f8eac519794dd8bd7,vru_present,1.0
37bed8d646cd4f0f8eac519794dd8bd7,weather,0.4
384e26fb47f94faea344766bb26f987a,time_of_day,0.2
384e26fb47f94faea344766bb26f987a,vehicle_density,0.467
384e26fb47f94faea344766bb26f987a,vru_present,1.0
384e26fb47f94faea344766bb26f987a,weather,0.8
385d542a35384181bc1e69cfd2df0664,time_of_day,0.2
385d542a35384181bc1e69cfd2df0664,vehicle_density,0.8
385d542a35384181bc1e69cfd2df0664,vru_present,1.0
385d542a35384181bc1e69cfd2df0664,weather,0.667
38a28a3aaf2647f2a8c0e90e31267bf8,time_of_day,0.0
38a28a3aaf2647f2a8c0e90e31267bf8,vehicle_density,0.0
38a28a3aaf2647f2a8c0e90e31267bf8,vru_present,0.0
38a28a3aaf2647f2a8c0e90e31267bf8,weather,0.0
3950bd41f74548429c0f7700ff3d8269,time_of_day,0.0
3950bd41f74548429c0f7700ff3d8269,vehicle_density,0.533
3950bd41f74548429c0f7700ff3d8269,vru_present,0.2
3950bd41f74548429c0f7700ff3d8269,weather,0.0
39586f9d59004284a7114a68825e8eec,time_of_day,0.0
39586f9d59004284a7114a68825e8eec,vehicle_density,0.733
39586f9d59004284a7114a68825e8eec,vru_present,0.867
39586f9d59004284a7114a68825e8eec,weather,0.0
39bc0a6b3692446d8ba3bde3d6a0774e,time_of_day,0.0
39bc0a6b3692446d8ba3bde3d6a0774e,vehicle_density,0.467
39bc0a6b3692446d8ba3bde3d6a0774e,vru_present,0.067
39bc0a6b3692446d8ba3bde3d6a0774e,weather,0.0
3a064c48e47b489a8b442b8081f877b6,time_of_day,0.0
3a064c48e47b489a8b442b8081f877b6,vehicle_density,0.933
3a064c48e47b489a8b442b8081f877b6,vru_present,0.2
3a064c48e47b489a8b442b8081f877b6,weather,0.067
3a7aa284dd9d485d8effc20db8cda140,time_of_day,0.133
3a7aa284dd9d485d8effc20db8cda140,vehicle_density,0.933
3a7aa284dd9d485d8effc20db8cda140,vru_present,0.267
3a7aa284dd9d485d8effc20db8cda140,weather,0.0
3b594831ff7f4e27a9889c7b7d0d8e92,time_of_day,0.733
3b594831ff7f4e27a9889c7b7d0d8e92,vehicle_density,1.0
3b594831ff7f4e27a9889c7b7d0d8e92,vru_present,0.267
3b594af1b130490989536590345c9dc9,time_of_day,0.0
3b594af1b130490989536590345c9dc9,vehicle_density,1.0
3b594af1b130490989536590345c9dc9,vru_present,1.0
3be9d2705879419f8f3afc08949dca57,time_of_day,0.0
3be9d2705879419f8f3afc08949dca57,vehicle_density,0.8
3be9d2705879419f8f3afc08949dca57,vru_present,1.0
3be9d2705879419f8f3afc08949dca57,weather,0.8
3d22d2c87c5b483a914c7e8125326013,time_of_day,0.0
3d22d2c87c5b483a914c7e8125326013,vehicle_density,1.0
3d22d2c87c5b483a914c7e8125326013,vru_present,1.0
3d22d2c87c5b483a914c7e8125326013,weather,0.2
3d9b4a27209e4624b491f48144be21d6,time_of_day,0.0
3d9b4a27209e4624b491f48144be21d6,vehicle_density,1.0
3d9b4a27209e4624b491f48144be21d6,vru_present,0.933
3d9b4a27209e4624b491f48144be21d6,weather,0.4
3e7ed5cf0b4541e4a0e1b109dfea89cf,time_of_day,0.6
3e7ed5cf0b4541e4a0e1b109dfea89cf,vehicle_density,0.867
3e7ed5cf0b4541e4a0e1b109dfea89cf,vru_present,1.0
3e7ed5cf0b4541e4a0e1b109dfea89cf,weather,0.4
3e8750f331d7499e9b5123e9eb70f2e2,time_of_day,0.0
3e8750f331d7499e9b5123e9eb70f2e2,vehicle_density,0.533
3e8750f331d7499e9b5123e9eb70f2e2,vru_present,0.4
3e8750f331d7499e9b5123e9eb70f2e2,weather,0.0
3f2ddc9476eb475b8c46f777f508cedb,time_of_day,0.0
3f2ddc9476eb475b8c46f777f508cedb,vehicle_density,0.467
3f2ddc9476eb475b8c46f777f508cedb,vru_present,1.0
3ff58ee0fc4748d9895300f02114aa56,time_of_day,0.2
3ff58ee0fc4748d9895300f02114aa56,vehicle_density,0.8
3ff58ee0fc4748d9895300f02114aa56,vru_present,0.333
3ff58ee0fc4748d9895300f02114aa56,weather,0.067
3ffc4360d1084e6eae5067e87d79503f,time_of_day,0.0
3ffc4360d1084e6eae5067e87d79503f,vehicle_density,0.8
3ffc4360d1084e6eae5067e87d79503f,vru_present,0.333
3ffc4360d1084e6eae5067e87d79503f,weather,0.0
407969e29bf741f184bf8405af03588e,time_of_day,0.0
407969e29bf741f184bf8405af03588e,vehicle_density,1.0
407969e29bf741f184bf8405af03588e,vru_present,1.0
407969e29bf741f184bf8405af03588e,weather,0.133
41550a1f0b0548e5823b14d95e807c7d,time_of_day,0.267
41550a1f0b0548e5823b14d95e807c7d,vehicle_density,0.4
41550a1f0b0548e5823b14d95e807c7d,vru_present,0.6
41550a1f0b0548e5823b14d95e807c7d,weather,0.0
4246e57f018745c9b2bc68feb3d71b58,time_of_day,0.133
4246e57f018745c9b2bc68feb3d71b58,vehicle_density,1.0
4246e57f018745c9b2bc68feb3d71b58,vru_present,0.0
4246e57f018745c9b2bc68feb3d71b58,weather,0.133
44237858a539457da65822bfcf58c414,time_of_day,0.2
44237858a539457da65822bfcf58c414,vehicle_density,1.0
44237858a539457da65822bfcf58c414,vru_present,1.0
447c96d132e9494e8b03050e8dcae124,time_of_day,0.0
447c96d132e9494e8b03050e8dcae124,vehicle_density,0.933
447c96d132e9494e8b03050e8dcae124,vru_present,0.333
447c96d132e9494e8b03050e8dcae124,weather,0.0
456ec36cb4a44ca78f36fbd90c0c34fa,time_of_day,0.0
456ec36cb4a44ca78f36fbd90c0c34fa,vehicle_density,0.867
456ec36cb4a44ca78f36fbd90c0c34fa,vru_present,0.133
456ec36cb4a44ca78f36fbd90c0c34fa,weather,0.0
46292fc546f048f29520299220f22798,time_of_day,0.0
46292fc546f048f29520299220f22798,vehicle_density,1.0
46292fc546f048f29520299220f22798,vru_present,0.067
46292fc546f048f29520299220f22798,weather,0.2
4711bcd34644420da8bc77163431888e,time_of_day,0.0
4711bcd34644420da8bc77163431888e,vehicle_density,1.0
4711bcd34644420da8bc77163431888e,vru_present,0.267
4711bcd34644420da8bc77163431888e,weather,0.067
47188ae2bc8c4faf83c909b135701176,time_of_day,0.0
47188ae2bc8c4faf83c909b135701176,vehicle_density,1.0
47188ae2bc8c4faf83c909b135701176,vru_present,0.067
47188ae2bc8c4faf83c909b135701176,weather,0.0
4786b3c0d0a24c8b86b0676d32dd5919,time_of_day,0.267
4786b3c0d0a24c8b86b0676d32dd5919,vehicle_density,0.0
4786b3c0d0a24c8b86b0676d32dd5919,vru_present,0.8
4786b3c0d0a24c8b86b0676d32dd5919,weather,0.0
49dfd2f2fef447cc9b8dec3e17c1c919,time_of_day,0.267
49dfd2f2fef447cc9b8dec3e17c1c919,vehicle_density,0.067
49dfd2f2fef447cc9b8dec3e17c1c919,vru_present,0.867
4a61e56dd1ee4c159cc595b52aa2a254,time_of_day,0.0
4a61e56dd1ee4c159cc595b52aa2a254,vehicle_density,1.0
4a61e56dd1ee4c159cc595b52aa2a254,vru_present,1.0
4a61e56dd1ee4c159cc595b52aa2a254,weather,0.067
4aaaf68b9f9f45968a4e862eb03e17ea,time_of_day,0.267
4aaaf68b9f9f45968a4e862eb03e17ea,vehicle_density,1.0
4aaaf68b9f9f45968a4e862eb03e17ea,vru_present,0.267
4aaaf68b9f9f45968a4e862eb03e17ea,weather,0.133
4ae9c033164e4e01a0392672686d095c,time_of_day,0.0
4ae9c033164e4e01a0392672686d095c,vehicle_density,1.0
4ae9c033164e4e01a0392672686d095c,vru_present,0.333
4ae9c033164e4e01a0392672686d095c,weather,0.0
4b894442c95141f9affd731d9da7b43c,time_of_day,0.067
4b894442c95141f9affd731d9da7b43c,vehicle_density,0.867
4b894442c95141f9affd731d9da7b43c,vru_present,0.6
4cd162f9083b47d0acd83129a6539c01,time_of_day,0.2
4cd162f9083b47d0acd83129a6539c01,vehicle_density,0.8
4cd162f9083b47d0acd83129a6539c01,vru_present,1.0
4cd162f9083b47d0acd83129a6539c01,weather,0.8
4cf5d6c3f6ab42aab23f67b5a9782d1a,time_of_day,0.0
4cf5d6c3f6ab42aab23f67b5a9782d1a,vehicle_density,0.4
4cf5d6c3f6ab42aab23f67b5a9782d1a,vru_present,0.0
4cf5d6c3f6ab42aab23f67b5a9782d1a,weather,0.0
4d4e4c0fd8ec49bdb12788e0a9ecbce3,time_of_day,0.2
4d4e4c0fd8ec49bdb12788e0a9ecbce3,vehicle_density,1.0
